■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2023-02-17,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2022~2022   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,"전국
스크린수","전국
매출액","전국
관객수","서울
매출액","서울
관객수",장르,등급,영화구분
103,355,사이먼 킨버그,,(유)조이앤시네마,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2022-02-09,개봉영화,장편,미국,540,"416,928,590","48,976","164,566,920","20,322",액션,15세이상관람가,일반영화
104,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,나가사키 켄지,,대원미디어(주),(주)스마일이엔티,2022-03-09,개봉영화,장편,일본,459,"471,587,590","48,436","127,206,380","12,299",애니메이션,12세이상관람가,일반영화
105,세븐틴 파워 오브 러브 : 더 무비,오윤동,씨제이포디플렉스 주식회사,,"씨제이포디플렉스 주식회사,CGV ICECON",2022-04-20,개봉영화,장편,한국,151,"965,458,500","48,275","442,907,000","22,147",공연,전체관람가,일반영화
106,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,야마구치 스스무,,대원미디어(주),(주)스마일이엔티,2022-08-03,개봉영화,장편,일본,389,"440,210,098","47,680","77,748,320","7,857",애니메이션,전체관람가,일반영화
107,사랑할 땐 누구나 최악이 된다,요아킴 트리에,,그린나래미디어(주),"그린나래미디어(주),(주)하이스트레인저",2022-08-25,개봉영화,장편,노르웨이,68,"469,596,171","46,201","370,751,552","35,627",멜로/로맨스,15세이상관람가,독립/예술영화
108,컴백홈,이연우,"(주)슬기로운늑대,(유)조이앤시네마",,(주)제이앤씨미디어그룹,2022-10-05,개봉영화,장편,한국,603,"386,265,079","43,688","98,221,160","11,490",드라마,15세이상관람가,일반영화
109,루이스 웨인: 사랑을 그린 고양이 화가,,,(주)퍼스트런,(주)씨제이이엔엠,2022-04-06,개봉영화,장편,미국,530,"405,310,110","42,737","175,901,810","18,451",드라마,12세이상관람가,일반영화
110,귀못,탁세웅,"KBS,(주)아센디오",,와이드 릴리즈(주),2022-10-19,개봉영화,장편,한국,208,"358,073,700","42,342","82,668,900","10,998",공포(호러),15세이상관람가,일반영화
111,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,김수경,더핑크퐁컴퍼니(주),,(주)넥스트엔터테인먼트월드(NEW),2022-12-21,개봉영화,장편,한국,432,"380,743,121","40,776","79,183,492","7,813",애니메이션,전체관람가,독립/예술영화
112,나의 촛불,"김의성,주진우",주기자 유한회사,,트윈플러스파트너스(주),2022-02-10,개봉영화,장편,한국,294,"392,045,950","40,744","156,784,050","16,115",다큐멘터리,전체관람가,독립/예술영화
113,"어쩌다 공주, 닭냥이 왕자를 부탁해!",줄리앙 프루네,,찬란,(주)팝엔터테인먼트,2022-09-08,개봉영화,장편,프랑스,306,"383,825,280","40,741","85,869,217","9,218",애니메이션,전체관람가,독립/예술영화
114,나이트메어 앨리,기예르모 델 토로,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-02-23,개봉영화,장편,미국,461,"401,511,820","40,679","215,415,440","21,096",범죄,15세이상관람가,일반영화
115,애프터 양,코고나다,,주식회사 왓챠,"(주)영화특별시에스엠씨,주식회사 왓챠",2022-06-01,개봉영화,장편,미국,161,"376,714,390","38,968","265,748,400","27,132",드라마,전체관람가,독립/예술영화
116,민스미트 작전,존 매든,,(유)조이앤시네마,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2022-05-11,개봉영화,장편,미국,459,"339,811,980","36,313","146,490,140","16,176",드라마,12세이상관람가,일반영화
117,어나더 라운드,토마스 빈터베르그,,(주)엣나인필름,(주)엣나인필름,2022-01-19,개봉영화,장편,기타,175,"335,050,390","36,126","229,012,370","24,357",코미디,15세이상관람가,독립/예술영화
118,배니싱: 미제사건,드니 데르쿠르,,(유)조이앤시네마,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2022-03-30,개봉영화,장편,프랑스,561,"301,323,110","35,144","112,804,810","13,463",범죄,15세이상관람가,일반영화
119,뒤틀린 집,강동헌,(주)테이크원스튜디오,,(주)스튜디오디에이치엘,2022-07-13,개봉영화,장편,한국,156,"331,549,100","34,886","80,178,500","9,073",공포(호러),15세이상관람가,일반영화
120,봄날,이돈구,(주)엠씨엠씨,,(주)콘텐츠판다,2022-04-27,개봉영화,장편,한국,455,"239,876,830","34,236","92,407,970","15,878",드라마,15세이상관람가,독립/예술영화
121,"아치의 노래, 정태춘",고영재,(주)인디플러그,,(주)넥스트엔터테인먼트월드(NEW),2022-05-18,개봉영화,장편,한국,149,"323,859,210","34,053","123,296,650","12,574",다큐멘터리,전체관람가,독립/예술영화
122,스페이스 키드: 우주에서 살아남기,에릭 토스티,,그린나래미디어(주),"그린나래미디어(주),(주)인터파크",2022-12-07,개봉영화,장편,프랑스,290,"258,970,350","33,526","31,005,300","3,442",애니메이션,전체관람가,독립/예술영화
123,스파이더맨: 노 웨이 홈 '펀버전',존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-10-05,개봉영화,장편,미국,347,"363,383,731","33,071","127,473,305","10,974",액션,12세이상관람가,일반영화
124,썸머 필름을 타고!,마츠모토 소우시,,(주)싸이더스,"(주)싸이더스,(주)블루라벨픽쳐스",2022-07-20,개봉영화,장편,일본,65,"307,797,026","32,532","213,600,106","22,290",기타,전체관람가,독립/예술영화
125,클리포드 더 빅 레드 독,월트 벡커,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2022-01-12,개봉영화,장편,미국,356,"267,143,090","30,248","74,362,200","8,481",어드벤처,전체관람가,일반영화
126,그레이 맨,"안소니 루소,조 루소",,,씨제이 씨지브이(CJ CGV)(주),2022-07-13,개봉영화,장편,미국,220,"277,286,160","29,844","120,944,100","13,275",액션,15세이상관람가,일반영화
127,더 메뉴,마크 미로드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-12-07,개봉영화,장편,미국,177,"306,016,700","29,577","142,622,300","13,420",스릴러,15세이상관람가,일반영화
128,극장판 윌벤져스 : 수상한 캠핑 대소동,"신창환,류정우",(주)스튜디오게일,,(주)대교 미디어콘텐츠사업본부,2022-06-23,개봉영화,장편,한국,110,"293,037,800","29,432","67,209,100","6,426",애니메이션,전체관람가,독립/예술영화
129,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),2022-02-17,개봉영화,장편,영국,236,"239,098,800","28,703","46,829,700","5,421",애니메이션,전체관람가,일반영화
130,양자경의 더 모든 날 모든 순간,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),2022-11-23,개봉영화,장편,미국,63,"291,016,371","27,325","183,917,496","17,312",액션,15세이상관람가,독립/예술영화
131,쥬라기캅스 극장판: 공룡시대 대모험,김호락,(주)스튜디오버튼,,플러스엠 엔터테인먼트,2022-09-07,개봉영화,장편,한국,453,"240,024,088","26,188","32,610,258","3,306",애니메이션,전체관람가,일반영화
132,블랙라이트,마크 윌리엄스,,(주)퍼스트런,(주)퍼스트런,2022-03-09,개봉영화,장편,미국,521,"228,699,190","25,401","72,858,070","8,457",액션,15세이상관람가,일반영화
133,우연과 상상,하마구치 류스케,,그린나래미디어(주),"그린나래미디어(주),(주)영화사 안다미로",2022-05-04,개봉영화,장편,일본,56,"250,770,840","25,328","181,186,240","17,553",드라마,15세이상관람가,독립/예술영화
134,신 에반게리온 극장판,안노 히데아키,,미라지엔터테인먼트,(주)라이크콘텐츠,2022-10-05,개봉영화,장편,일본,93,"285,487,800","25,217","124,847,600","10,573",애니메이션,15세이상관람가,독립/예술영화
135,안녕하세요,차봉주,"(주)디엔디픽쳐스,(유)안녕하세요",,(주)디스테이션,2022-05-25,개봉영화,장편,한국,297,"183,017,360","25,140","66,766,000","9,553",드라마,12세이상관람가,일반영화
136,시라노,조 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-02-23,개봉영화,장편,미국,195,"203,932,200","24,751","113,222,500","14,144",멜로/로맨스,12세이상관람가,일반영화
137,레지던트 이블: 라쿤시티,요하네스 로버츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-01-19,개봉영화,장편,미국,276,"216,277,970","24,722","79,303,000","9,676",액션,청소년관람불가,일반영화
138,극장판 검정고무신 : 즐거운 나의 집,"송정율,송요한","㈜형설앤,㈜새한프로덕션",,"(주)대교 미디어콘텐츠사업본부,(주)블루라벨픽쳐스",2022-10-06,개봉영화,장편,한국,232,"217,208,100","24,151","34,424,300","4,079",애니메이션,전체관람가,일반영화
139,큐어,구로사와 기요시,,M&M 인터내셔널,M&M 인터내셔널,2022-07-06,개봉영화,장편,일본,55,"250,535,969","23,883","176,711,469","16,273",공포(호러),15세관람가,독립/예술영화
140,고속도로 가족,이상문,"(주)영화사 설렘,(주)고고스튜디오",,씨제이 씨지브이(CJ CGV)(주),2022-11-02,개봉영화,장편,한국,222,"191,976,100","23,825","55,723,200","7,145",드라마,15세이상관람가,독립/예술영화
141,뿌까의 짜장면파티,박상용,(주)에픽캔,,(주)에픽캔,2022-07-04,개봉영화,장편,한국,11,"143,231,500","23,741","11,388,500","1,880",기타,전체관람가,일반영화
142,유포자들,홍석구,"KBS,(주)아센디오",,와이드 릴리즈(주),2022-11-23,개봉영화,장편,한국,123,"154,485,500","23,682","52,963,000","8,406",범죄,15세이상관람가,일반영화
143,어부바,최종학,"(주)글로빅엔터테인먼트,(주)에이치에이케이프로덕션",,(주)트리플픽쳐스,2022-05-11,개봉영화,장편,한국,327,"183,948,470","23,674","51,488,900","7,910",가족,전체관람가,독립/예술영화
144,크리스마스 캐럴,김성수,"(주)화인컷,(주)블루플랜잇",,(주)디스테이션,2022-12-07,개봉영화,장편,한국,410,"217,795,380","23,211","96,747,680","9,994",드라마,청소년관람불가,독립/예술영화
145,만년이 지나도 변하지 않는 게 있어,구파도,,(주)영화사벌집,"그린나래미디어(주),(주)영화사벌집",2022-02-09,개봉영화,장편,대만,297,"195,118,110","23,191","104,587,640","13,160",멜로/로맨스,12세이상관람가,독립/예술영화
146,비욘드라이브 더 무비 : 엔시티 레조넌스,,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2022-01-12,개봉영화,장편,한국,34,"339,307,500","22,621","135,387,500","9,026",공연,전체관람가,일반영화
147,카시오페아,신연식,(주) 루스이소니도스,,(주)트리플픽쳐스,2022-06-01,개봉영화,장편,한국,175,"194,889,200","22,429","87,177,700","10,157",드라마,12세이상관람가,독립/예술영화
148,매트릭스: 리저렉션,라나 워쇼스키,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-12-22,개봉영화,장편,미국,970,"198,212,640","22,413","94,372,990","11,458",액션,15세이상관람가,일반영화
149,귀멸의 칼날: 아사쿠사 편,소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2022-08-25,개봉영화,장편,일본,124,"231,532,500","22,388","57,864,900","5,546",애니메이션,15세이상관람가,일반영화
150,극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초,카와노 아야코,,(주)애니플러스,(주)애니플러스,2022-11-10,개봉영화,장편,일본,89,"234,412,900","21,241","80,502,700","7,376",애니메이션,12세이상관람가,일반영화
151,몬스터 신부: 101번째 프로포즈,,,(주)히스토리필름,와이드 릴리즈(주),2022-12-28,개봉영화,장편,헝가리,226,"190,034,000","20,968","39,008,700","4,418",애니메이션,전체관람가,독립/예술영화
152,리코리쉬 피자,폴 토마스 앤더슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-02-16,개봉영화,장편,미국,222,"210,795,200","20,902","132,598,540","12,970",멜로/로맨스,15세이상관람가,독립/예술영화
153,프린세스 아야,이성강,"주식회사 다다쇼,(주)영화사레드피터",,씨제이 씨지브이(CJ CGV)(주),2022-09-21,개봉영화,장편,한국,348,"162,670,896","20,761","53,724,900","7,120",판타지,전체관람가,일반영화
154,말임씨를 부탁해,박경목,"(주)파란오이,안목",,(주)씨네필운,2022-04-13,개봉영화,장편,한국,197,"153,832,670","20,295","40,039,030","5,062",드라마,전체관람가,독립/예술영화
155,엄마,아이리스 심,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-05-11,개봉영화,장편,미국,190,"169,848,800","19,485","44,159,000","5,475",스릴러,12세이상관람가,일반영화
156,한산 리덕스,김한민,(주)빅스톤픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2022-11-16,개봉영화,장편,한국,202,"169,259,176","19,314","75,339,081","9,100",액션,12세이상관람가,일반영화
157,프로메어,이마이시 히로유키,,(주)미디어캐슬,(주)영화사 그램,2022-10-20,개봉영화,장편,일본,63,"211,465,209","19,043","166,088,587","14,642",애니메이션,15세이상관람가,독립/예술영화
158,프리! 더 파이널 스트로크 후편,카와나미 에이사쿠,,(주)애니플러스,(주)애니플러스,2022-06-30,개봉영화,장편,일본,83,"188,961,979","18,526","92,303,660","8,668",애니메이션,전체관람가,일반영화
159,체리마호: 30살까지 동정이면 마법사가 될 수 있대,카자마 히로키,,(주)미디어캐슬,(주)영화사 그램,2022-07-13,개봉영화,장편,일본,56,"164,247,600","18,501","108,501,300","12,654",판타지,12세이상관람가,독립/예술영화
160,드래곤볼 슈퍼: 슈퍼 히어로,코다마 테츠로,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-09-14,개봉영화,장편,일본,360,"200,760,639","18,387","73,289,048","6,358",애니메이션,12세이상관람가,일반영화
161,니얼굴,서동일,두물머리픽쳐스,,(주)영화사 진진,2022-06-23,개봉영화,장편,한국,65,"163,265,600","18,338","90,822,200","9,613",다큐멘터리,전체관람가,독립/예술영화
162,룸 쉐어링,이순성,주식회사 티에스나린시네마,,"주식회사 엔픽플,트윈플러스파트너스(주)",2022-06-22,개봉영화,장편,한국,122,"137,501,480","17,040","55,797,800","6,895",드라마,전체관람가,독립/예술영화
163,컴온 컴온,마이크 밀스,,찬란,(주)스튜디오디에이치엘,2022-06-30,개봉영화,장편,미국,113,"154,650,500","16,876","92,637,600","9,571",드라마,12세이상관람가,독립/예술영화
164,몬스터 아카데미,레오폴도 아귈라,,와이드 릴리즈(주),와이드 릴리즈(주),2022-04-27,개봉영화,장편,기타,209,"141,292,000","16,647","24,036,700","2,773",판타지,전체관람가,일반영화
165,광대: 소리꾼,조정래,주식회사 제이오엔터테인먼트코리아,,트윈플러스파트너스(주),2022-02-24,개봉영화,장편,한국,116,"124,110,170","16,277","54,735,970","7,439",사극,12세이상관람가,일반영화
166,극장판 살아남기 시리즈: 인체에서 살아남기,"나스카와 미츠루,이리요시 사토루",,에스엠지홀딩스 주식회사,(주)씨제이이엔엠,2022-08-10,개봉영화,장편,일본,174,"149,305,000","15,892","46,680,000","4,792",애니메이션,전체관람가,일반영화
167,몬스터 싱어: 매직 인 파리,비보 베르즈롱,,,(주)다날엔터테인먼트,2022-05-26,개봉영화,장편,프랑스,266,"128,787,720","15,187","16,153,400","1,683",애니메이션,전체관람가,독립/예술영화
168,메리 미,캣 코이로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-03-16,개봉영화,장편,미국,179,"99,754,800","15,164","64,310,500","10,969",멜로/로맨스,12세이상관람가,일반영화
169,코다,션 헤이더,,판씨네마(주),판씨네마(주),2021-08-31,개봉영화,장편,프랑스,308,"131,165,060","14,948","70,056,660","7,470",드라마,12세이상관람가,독립/예술영화
170,우리가 사랑이라고 믿는 것,윌리엄 니콜슨,,(주)티캐스트,(주)티캐스트,2022-02-24,개봉영화,장편,영국,44,"135,121,030","14,601","102,084,230","10,620",드라마,12세이상관람가,독립/예술영화
